0.0161,0.0142
0.0159,0.014
0.0156,0.0137
0.0154,0.0135
0.0151,0.0132
0.0149,0.013
0.0147,0.0128
0.0145,0.0126
0.0144,0.0125
0.0142,0.0123
0.014,0.0121
0.0139,0.012
0.0137,0.0118
0.0136,0.0117
0.0134,0.0115
0.0133,0.0114
0.0132,0.0113
0.0131,0.0111
0.0129,0.011
0.0128,0.0109
0.0127,0.0108
0.0126,0.0107
0.0125,0.0106
0.0124,0.0105
0.0123,0.0104
0.0123,0.0103
0.0122,0.0102
0.0121,0.0102
0.012,0.0101
0.012,0.01
0.0119,0.0099
0.0118,0.0099
0.0118,0.0098
0.0117,0.0097
0.0116,0.0097
0.0115,0.0096
0.0115,0.0095
0.0114,0.0095
0.0114,0.0094
0.0113,0.0094
0.0112,0.0093
0.0112,0.0092
0.0111,0.0092
0.0111,0.0091
0.0111,0.0091
0.011,0.0091
0.011,0.009
0.0109,0.009
0.0109,0.0089
0.0108,0.0089
0.0108,0.0088
0.0108,0.0088
0.0107,0.0088
0.0107,0.0087
0.0107,0.0087
0.0106,0.0087
0.0106,0.0086
0.0106,0.0086
0.0105,0.0086
0.0105,0.0085
0.0105,0.0085
0.0104,0.0085
0.0104,0.0085
0.0104,0.0084
0.0104,0.0084
0.0103,0.0084
0.0103,0.0084
0.0103,0.0083
0.0103,0.0083
0.0103,0.0083
0.0102,0.0083
0.0102,0.0082
0.0102,0.0082
0.0102,0.0082
0.0101,0.0082
0.0101,0.0082
0.0101,0.0081
0.0101,0.0081
0.0101,0.0081
0.0101,0.0081
0.01,0.0081
0.01,0.0081
0.01,0.008
0.01,0.008
0.01,0.008
0.0099,0.008
0.0099,0.008
0.0099,0.008
0.0099,0.0079
0.0099,0.0079
0.0099,0.0079
0.0099,0.0079
0.0099,0.0079
0.0098,0.0079
0.0098,0.0079
0.0098,0.0079
0.0098,0.0079
0.0098,0.0078
0.0098,0.0078
0.0098,0.0078
0.0098,0.0078
0.0098,0.0078
0.0098,0.0078
0.0098,0.0078
0.0098,0.0078
0.0098,0.0078
0.0098,0.0078
0.0098,0.0079
0.0098,0.0079
0.0098,0.0079
0.0099,0.0079
0.0099,0.0079
0.0099,0.0079
0.0099,0.008
0.0099,0.008
0.01,0.008
0.01,0.008
0.01,0.008
0.01,0.0081
0.01,0.0081
0.0101,0.0081
0.0101,0.0081
0.0101,0.0081
0.0101,0.0081
0.0101,0.0081
0.01,0.0081
0.01,0.0081
0.01,0.0081
0.01,0.0081
0.01,0.0081
0.01,0.0081
0.01,0.008
0.01,0.008
0.01,0.008
0.01,0.008
0.01,0.008
0.01,0.008
0.01,0.008
0.0099,0.008
0.0099,0.008
0.0099,0.0079
0.0099,0.0079
0.0099,0.0079
0.0099,0.0079
0.0098,0.0079
0.0098,0.0079
0.0098,0.0078
0.0098,0.0078
0.0098,0.0078
0.0098,0.0078
0.0097,0.0078
0.0097,0.0078
0.0097,0.0077
0.0097,0.0077
0.0097,0.0077
0.0097,0.0077
0.0096,0.0077
0.0096,0.0077
0.0096,0.0076
0.0096,0.0076
0.0096,0.0076
0.0096,0.0076
0.0095,0.0076
0.0095,0.0076
